direction,entry_price,won
buy,88799.9,True,"{'info': {'orderId': 'c2f5464d-7341-4cd5-a6bc-bde09a4d1433', 'orderLinkId': ''}, 'id': 'c2f5464d-7341-4cd5-a6bc-bde09a4d1433', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
buy,88799.9,False,Failed
buy,88799.8,False,Failed
hold,88806.9,
hold,88811.0,
hold,88811.1,
hold,88804.4,
hold,88799.9,
buy,88806.8,False,Failed
hold,88806.7,
hold,88807.3,
hold,88807.3,
hold,88807.2,
hold,88807.2,
buy,88807.2,False,Failed
hold,88807.2,
hold,88807.3,
hold,88800.3,
hold,88800.3,
hold,88800.1,
hold,88800.2,
hold,88800.2,
hold,88800.2,
hold,88800.1,
hold,88800.2,
hold,88800.2,
hold,88800.1,
hold,88800.2,
hold,88800.1,
hold,88800.0,
hold,88791.2,
hold,88791.2,
hold,88791.3,
hold,88791.2,
hold,88800.0,
hold,88800.1,
